X,Y,wmElementN,wmType,wmDeviceTy,wmDevice_1,wmDevice_2,wmDevice_3,wmLightTab,wmLightT_1,wmLatitude,wmLongitud,icon_url
-92.7511448545437,46.5049448025054,47-5-42104-F2,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.50503921510,-92.75112915040,./0.png
-92.7414576553488,46.565236930533,47-1-41410-F1,Device,Fuse,Fuse,,,12T,100 Amp Tube,46.56533050540,-92.74144744870,./0.png
-92.6577773511394,46.5406687995875,47-5-41520-F2,Device,Fuse,,Fuse,,8T,100 Amp Tube,46.54076004030,-92.65776062010,./0.png
-92.7059163042007,46.4758358506501,47-5-42114-F4,Device,Fuse,,,Fuse,25T,100 Amp Tube,46.47592926030,-92.70590209960,./0.png
-92.8776407318822,46.4773507890903,47-4-42009-F2,Device,Fuse,Fuse,,,20T,100 Amp Tube,46.47744369510,-92.87762451170,./0.png
-93.022580384946,46.4479514039677,47-3-41929-F1,Device,Fuse,,Fuse,,12T,100 Amp Tube,46.44804382320,-93.02256774900,./0.png
-92.8034275112373,46.4835271006595,47-5-42107-F9,Device,Fuse,,Fuse,,30T,100 Amp Tube,46.48361968990,-92.80341339110,./0.png
-92.8354091243808,46.4463600800253,47-4-42026-F2,Device,Fuse,Fuse,,,20T,100 Amp Tube,46.44645309450,-92.83539581300,./0.png
-92.6788569799735,46.4721896098998,47-5-42113-F1,Device,Fuse,,Fuse,,20T,100 Amp Tube,46.47228240970,-92.67884063720,./0.png
-92.7409289177832,46.5136060844472,47-5-41434-F6,Device,Fuse,,,Fuse,25T,100 Amp Tube,46.51369857790,-92.74091339110,./0.png
-92.6726267203998,46.4760932580569,47-5-42207-F1,Device,Fuse,,Fuse,,12T,100 Amp Tube,46.47618484500,-92.67261505130,./0.png
-92.7066116203741,46.4753159973481,47-5-42114-F3,Device,Fuse,Fuse,,,25T,100 Amp Tube,46.47541046140,-92.70659637450,./0.png
-92.7902421803763,46.4758792175588,47-5-42118-F2,Device,Fuse,Fuse,,,30T,100 Amp Tube,46.47597122190,-92.79022979740,./0.png
-92.8558872168716,46.5660923912361,47-1-41310-F1,Device,Fuse,,Fuse,,12T,100 Amp Tube,46.56618499760,-92.85587310790,./0.png
-92.8346691831126,46.5048763602586,47-1-42002-F1,Device,Fuse,Fuse,,,25T,100 Amp Tube,46.50497055050,-92.83465576170,./0.png
-92.6782421740327,46.4718066271202,47-5-42218-F3,Device,Fuse,Fuse,,,20T,100 Amp Tube,46.47190093990,-92.67823028560,./0.png
-92.9092077510443,46.5545438313123,47-1-41317-F2,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.55463790890,-92.90919494630,./0.png
-92.5954015438315,46.5459993656313,47-5-41522-F3,Device,Fuse,,,Fuse,10T,100 Amp Tube,46.54609298710,-92.59539031980,./0.png
-92.7621555269931,46.4740184883555,47-5-42116-F11,Device,Fuse,Fuse,,,30T,100 Amp Tube,46.47410964970,-92.76213836670,./0.png
-92.7410326576846,46.5095203664455,47-5-41434-F5,Device,Fuse,,,Fuse,25T,100 Amp Tube,46.50961303710,-92.74102020260,./0.png
-92.7447785623457,46.5048068849561,47-5-42104-F3,Device,Fuse,Fuse,,,25T,100 Amp Tube,46.50489807130,-92.74476623540,./0.png
-92.8758972040116,46.4653073178694,47-4-42016-F7,Device,Fuse,,,Fuse,20T,100 Amp Tube,46.46540069580,-92.87588500980,./0.png
-92.887248806624,46.5782239245542,47-1-41309-F2,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.57831573490,-92.88723754880,./0.png
-92.6698966552564,46.5352798906612,47-5-41519-F2,Device,Fuse,,Fuse,,12T,100 Amp Tube,46.53537368770,-92.66988372800,./0.png
-92.7410823577877,46.4763297952445,47-5-42109-F3,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.47642135620,-92.74106597900,./0.png
-92.8881070414821,46.5152357327556,47-1-41332-F2,Device,Fuse,Fuse,,,30T,100 Amp Tube,46.51532745360,-92.88809204100,./0.png
-92.8869188655818,46.5885533154624,47-1-41305-F4,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.58864593510,-92.88690185550,./0.png
-92.8776981196843,46.4714522367073,47-4-42016-F6,Device,Fuse,Fuse,,,20T,100 Amp Tube,46.47154617310,-92.87768554690,./0.png
-92.70655812948,46.4767328224197,47-5-42111-F10,Device,Fuse,Fuse,,,25T,100 Amp Tube,46.47682571410,-92.70654296880,./0.png
-92.7408677448944,46.5064641075721,47-5-41434-F4,Device,Fuse,,,Fuse,25T,100 Amp Tube,46.50655746460,-92.74085235600,./0.png
-92.8869275895077,46.588400554014,47-1-41304-F4,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.58849334720,-92.88691711430,./0.png
-92.6086306536818,46.5373954779386,47-5-41522-F2,Device,Fuse,,,Fuse,10T,100 Amp Tube,46.53748703000,-92.60861968990,./0.png
-92.7054247470447,46.4775336305262,47-5-42111-F9,Device,Fuse,Fuse,,,25T,100 Amp Tube,46.47762680050,-92.70541381840,./0.png
-92.7586881555969,46.4723282514524,47-5-42116-F10,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.47241973880,-92.75867462160,./0.png
-92.956396182434,46.4525079454818,47-3-41923-F1,Device,Fuse,,,Fuse,30T,100 Amp Tube,46.45260238650,-92.95638275150,./0.png
-92.9492024930247,46.4908852056542,47-3-41911-F1,Device,Fuse,Fuse,,,20T,100 Amp Tube,46.49097824100,-92.94918823240,./0.png
-92.7069802937171,46.4792521393364,47-5-42111-F8,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.47934341430,-92.70696258540,./0.png
-92.5843183652162,46.560146674774,47-5-41514-F1,Device,Fuse,,,Fuse,10T,100 Amp Tube,46.56023788450,-92.58430480960,./0.png
-92.6616874971504,46.4758927132083,47-5-42218-F2,Device,Fuse,,Fuse,,12T,100 Amp Tube,46.47598648070,-92.66167449950,./0.png
-92.8770426667186,46.471399688786,47-4-42016-F5,Device,Fuse,Fuse,,,20T,100 Amp Tube,46.47149276730,-92.87702941890,./0.png
-92.8241207036476,46.4329852342749,47-4-42036-F1,Device,Fuse,Fuse,,,20T,100 Amp Tube,46.43307876590,-92.82410430910,./0.png
-92.8871637480322,46.5230913055608,47-1-41328-F2,Device,Fuse,Fuse,,,30T,100 Amp Tube,46.52318573000,-92.88715362550,./0.png
-92.7624340869817,46.4986941016405,47-5-42105-F2,Device,Fuse,,,Fuse,30T,100 Amp Tube,46.49878692630,-92.76242065430,./0.png
-92.7621435140535,46.4725984916887,47-5-42116-F8,Device,Fuse,,Fuse,,30T,100 Amp Tube,46.47269058230,-92.76213073730,./0.png
-92.6780953916045,46.4724360694971,47-5-42218-F1,Device,Fuse,,Fuse,,20T,100 Amp Tube,46.47253036500,-92.67807769780,./0.png
-92.875964984588,46.4891052446489,47-2-42009-F4,Device,Fuse,,,Fuse,30T,100 Amp Tube,46.48919677730,-92.87595367430,./0.png
-92.8034474638028,46.480234845101,47-5-42107-F4,Device,Fuse,,,Fuse,30T,100 Amp Tube,46.48032760620,-92.80343627930,./0.png
-92.7554839046157,46.4722166487619,47-5-42116-F7,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.47230911250,-92.75547027590,./0.png
-92.8980500528212,46.5784666139229,47-1-41305-F2,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.57855987550,-92.89803314210,./0.png
-92.6844062062069,46.4772496321717,47-5-42112-F4,Device,Fuse,,,Fuse,20T,100 Amp Tube,46.47734069820,-92.68439483640,./0.png
-92.8351178299276,46.4559578878091,47-4-42023-F3,Device,Fuse,,Fuse,,20T,100 Amp Tube,46.45605087280,-92.83510589600,./0.png
-92.7403167565675,46.5050517977782,47-5-41434-F3,Device,Fuse,,,Fuse,25T,100 Amp Tube,46.50514602660,-92.74030303960,./0.png
-92.8666518675691,46.5177772301118,47-1-41334-F3,Device,Fuse,Fuse,,,25T,100 Amp Tube,46.51786804200,-92.86663818360,./0.png
-92.6686123127041,46.541655653673,47-5-41519-F1,Device,Fuse,,Fuse,,12T,100 Amp Tube,46.54174804690,-92.66859436040,./0.png
-92.8741186695774,46.5199755840721,47-1-41333-F6,Device,Fuse,Fuse,,,25T,100 Amp Tube,46.52006912230,-92.87410736080,./0.png
-92.9006739666236,46.484864152911,47-3-42008-F1,Device,Fuse,Fuse,,,30T,100 Amp Tube,46.48495864870,-92.90065765380,./0.png
-92.7537504433432,46.4723185068543,47-5-42116-F6,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.47241210940,-92.75373840330,./0.png
-92.908761937075,46.5421914719197,47-1-41320-F4,Device,Fuse,,,Fuse,25T,100 Amp Tube,46.54228591920,-92.90874481200,./0.png
-93.0228614927995,46.4504736512403,47-3-41920-F2,Device,Fuse,,Fuse,,20T,100 Amp Tube,46.45056533810,-93.02285003660,./0.png
-92.9081047589659,46.4316780848467,47-3-42032-F2,Device,Fuse,,Fuse,,20T,100 Amp Tube,46.43177032470,-92.90808868410,./0.png
-92.682247782785,46.6027487987582,47-5-40636-F1,Device,Fuse,Fuse,,,10T,100 Amp Tube,46.60284042360,-92.68223571780,./0.png
-92.8285909356849,46.5053093742287,47-1-41335-F4,Device,Fuse,,,Fuse,25T,100 Amp Tube,46.50540161130,-92.82857513430,./0.png
-92.8271181443381,46.5052715485244,47-1-41335-F3,Device,Fuse,,,Fuse,25T,100 Amp Tube,46.50536346440,-92.82710266110,./0.png
-92.8193125207602,46.4834875887504,47-5-42012-F1,Device,Fuse,Fuse,,,30T,100 Amp Tube,46.48358154300,-92.81929779050,./0.png
-92.706197410261,46.4770461016975,47-5-42111-F7,Device,Fuse,Fuse,,,25T,100 Amp Tube,46.47713851930,-92.70618438720,./0.png
-92.8767366162797,46.4865555330726,47-2-42009-F3,Device,Fuse,Fuse,,Fuse,30T,100 Amp Tube,46.48664855960,-92.87672424320,./0.png
-92.7048491465463,46.4795951394108,47-5-42111-F6,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.47968673710,-92.70483398440,./0.png
-92.8371856323063,46.4546629845766,47-4-42023-F2,Device,Fuse,Fuse,,,20T,100 Amp Tube,46.45475387570,-92.83717346190,./0.png
-92.7624363836185,46.4777352388029,47-5-42108-F3,Device,Fuse,Fuse,,,30T,100 Amp Tube,46.47782897950,-92.76242065430,./0.png
-93.0074341810789,46.4513410808583,47-3-41921-F1,Device,Fuse,,Fuse,,20T,100 Amp Tube,46.45143508910,-93.00742340090,./0.png
-92.8730891492633,46.6011309629337,47-1-40533-F2,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.60122299190,-92.87307739260,./0.png
-92.8875190417205,46.5039553088192,47-1-42004-F1,Device,Fuse,Fuse,,,30T,100 Amp Tube,46.50404739380,-92.88750457760,./0.png
-92.7348799798171,46.5928243927732,47-1-40634-F1,Device,Fuse,Fuse,,,20T,100 Amp Tube,46.59291839600,-92.73486328130,./0.png
-92.8867862042225,46.5915458586691,47-1-41304-F3,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.59164047240,-92.88677215580,./0.png
-92.8198653724464,46.4330689651852,47-4-42025-F1,Device,Fuse,Fuse,,,20T,100 Amp Tube,46.43316268920,-92.81985473630,./0.png
-92.7234187411517,46.5267851252976,47-5-41427-F1,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.52687835690,-92.72340393070,./0.png
-92.7920326272059,46.5051930799528,47-1-41431-F1,Device,Fuse,,,Fuse,25T,100 Amp Tube,46.50528717040,-92.79201507570,./0.png
-92.832412157849,46.5051047974021,47-1-41335-F2,Device,Fuse,Fuse,,,25T,100 Amp Tube,46.50519561770,-92.83239746090,./0.png
-92.845334899979,46.454918288304,47-4-42023-F1,Device,Fuse,,Fuse,,20T,100 Amp Tube,46.45500946040,-92.84532165530,./0.png
-92.9702107948895,46.5353615268233,47-1-41226-F1,Device,Fuse,,Fuse,,20T,100 Amp Tube,46.53545379640,-92.97019958500,./0.png
-92.9278923253849,46.5501116547916,47-1-41318-F3,Device,Fuse,,,Fuse,20T,100 Amp Tube,46.55020523070,-92.92787933350,./0.png
-92.7622512304796,46.4936193382617,47-5-42105-F1,Device,Fuse,,,Fuse,30T,100 Amp Tube,46.49371337890,-92.76223754880,./0.png
-92.8872277676735,46.5113055643741,47-1-41333-F4,Device,Fuse,Fuse,,,30T,100 Amp Tube,46.51139831540,-92.88721466060,./0.png
-92.8773055935384,46.485541334805,47-2-42009-F2,Device,Fuse,,,Fuse,30T,100 Amp Tube,46.48563385010,-92.87728881840,./0.png
-92.8784786843127,46.4713766005718,47-4-42016-F4,Device,Fuse,Fuse,,,12T,100 Amp Tube,46.47146987920,-92.87846374510,./0.png
-92.8660981837652,46.512844897006,47-1-41334-F2,Device,Fuse,,,Fuse,25T,100 Amp Tube,46.51293945310,-92.86608123780,./0.png
-92.8352375149408,46.4845523153416,47-5-42011-F1,Device,Fuse,,,Fuse,30T,100 Amp Tube,46.48464584350,-92.83522033690,./0.png
-92.8771135357898,46.592304617058,47-1-41304-F2,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.59239578250,-92.87709808350,./0.png
-92.8348065848279,46.5268360300292,47-1-41326-F1,Device,Fuse,,Fuse,,12T,100 Amp Tube,46.52692794800,-92.83479309080,./0.png
-92.9088412227308,46.4498090028878,47-3-42020-F2,Device,Fuse,,Fuse,,30T,100 Amp Tube,46.44990158080,-92.90882873540,./0.png
-92.9092090826043,46.5390965223979,47-1-41319-F1,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.53918838500,-92.90919494630,./0.png
-92.7060787022636,46.4569801773181,47-5-42123-F1,Device,Fuse,Fuse,,,25T,100 Amp Tube,46.45707321170,-92.70606231690,./0.png
-92.6977886109963,46.4578232399504,47-5-42124-F1,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.45791625980,-92.69777679440,./0.png
-92.7319180929996,46.4528428331846,47-5-42122-F2,Device,Fuse,Fuse,,,15T,100 Amp Tube,46.45293426510,-92.73190307620,./0.png
-92.779201083464,46.5049078377514,47-1-42105-F1,Device,Fuse,Fuse,,,25T,100 Amp Tube,46.50500106810,-92.77919006350,./0.png
-92.8631760303297,46.4548675405001,47-4-42022-F2,Device,Fuse,Fuse,,,20T,100 Amp Tube,46.45495986940,-92.86315917970,./0.png
-92.7744043128433,46.4764045851882,47-5-42108-F2,Device,Fuse,,,Fuse,30T,100 Amp Tube,46.47649765010,-92.77439117430,./0.png
-92.7825806561044,46.4751830760453,47-5-42117-F2,Device,Fuse,Fuse,,,30T,100 Amp Tube,46.47527694700,-92.78256988530,./0.png
-92.8769429852589,46.4677900019341,47-4-42016-F3,Device,Fuse,,,Fuse,20T,100 Amp Tube,46.46788406370,-92.87693023680,./0.png
-92.8849697832229,46.5923623415945,47-1-41304-F5,Device,Fuse,,,Fuse,25T,100 Amp Tube,46.59245681760,-92.88495635990,./0.png
-92.8775714677926,46.4688923303281,47-4-42016-F2,Device,Fuse,Fuse,,,20T,100 Amp Tube,46.46898651120,-92.87755584720,./0.png
-92.8582353619028,46.5048789775349,47-1-42003-F2,Device,Fuse,Fuse,,,25T,100 Amp Tube,46.50497055050,-92.85822296140,./0.png
-92.7914688759249,46.4761219260877,47-5-42107-F2,Device,Fuse,,Fuse,,30T,100 Amp Tube,46.47621536250,-92.79145812990,./0.png
-92.8766807607464,46.4861918272246,47-2-42009-F1,Device,Fuse,,Fuse,,30T,100 Amp Tube,46.48628616330,-92.87667083740,./0.png
-92.746458736629,46.4723862828915,47-5-42116-F4,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.47248077390,-92.74644470210,./0.png
-92.8873748538659,46.5242051329991,47-1-41328-F1,Device,Fuse,Fuse,,,30T,100 Amp Tube,46.52429962160,-92.88735961910,./0.png
-93.1598273806433,46.4472965830551,47-3-41830-F1,Device,Fuse,,Fuse,,12T,100 Amp Tube,46.44738769530,-93.15981292720,./0.png
-92.7143658620618,46.4795563651114,47-5-42111-F3,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.47964859010,-92.71435546880,./0.png
-92.8777356623425,46.4756340739461,47-4-42016-F1,Device,Fuse,,,Fuse,20T,100 Amp Tube,46.47572708130,-92.87772369380,./0.png
-92.9033194244035,46.5348687604338,47-1-41320-F3,Device,Fuse,Fuse,,,30T,100 Amp Tube,46.53496170040,-92.90330505370,./0.png
-92.8348626140809,46.4394103956185,47-4-42026-F1,Device,Fuse,,,Fuse,20T,100 Amp Tube,46.43950271610,-92.83484649660,./0.png
-92.7203246844181,46.5916561338073,47-1-41402-F1,Device,Fuse,Fuse,,,20T,100 Amp Tube,46.59174728390,-92.72031402590,./0.png
-92.8725727339007,46.6003997699714,47-1-40534-F1,Device,Fuse,,,Fuse,25T,100 Amp Tube,46.60049438480,-92.87255859380,./0.png
-92.9804916655486,46.4515527700577,47-3-41922-F2,Device,Fuse,Fuse,,,30T,100 Amp Tube,46.45164489750,-92.98047637940,./0.png
-92.9086530522945,46.4411202214485,47-3-42029-F2,Device,Fuse,,Fuse,,20T,100 Amp Tube,46.44121170040,-92.90863800050,./0.png
-92.7494103115156,46.4726799895111,47-5-42116-F2,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.47277069090,-92.74939727780,./0.png
-93.1593801091518,46.4189410431949,47-3-42505-F1,Device,Fuse,,Fuse,,8T,100 Amp Tube,46.41903305050,-93.15937042240,./0.png
-92.8035889111664,46.5901772461776,47-1-41301-F1,Device,Fuse,Fuse,,,20T,100 Amp Tube,46.59027099610,-92.80357360840,./0.png
-92.7624209704709,46.490523600051,47-5-42108-F1,Device,Fuse,Fuse,,,30T,100 Amp Tube,46.49061584470,-92.76240539550,./0.png
-92.7418923008071,46.5844491189864,47-1-41404-F1,Device,Fuse,Fuse,,,12T,100 Amp Tube,46.58454132080,-92.74187469480,./0.png
-92.740678207079,46.5121568122658,47-5-41434-F2,Device,Fuse,Fuse,,,25T,100 Amp Tube,46.51224899290,-92.74066162110,./0.png
-92.626454975832,46.5177051157081,47-5-41533-F1,Device,Fuse,,,Fuse,10T,100 Amp Tube,46.51779937740,-92.62644195560,./0.png
-92.7361189150236,46.4514012829318,47-5-42122-F1,Device,Fuse,Fuse,,,15T,100 Amp Tube,46.45149230960,-92.73610687260,./0.png
-92.705671039939,46.4770495460564,47-5-42111-F2,Device,Fuse,Fuse,,,25T,100 Amp Tube,46.47714233400,-92.70565795900,./0.png
-92.7462515708115,46.5049052616863,47-5-42104-F1,Device,Fuse,Fuse,,,25T,100 Amp Tube,46.50499725340,-92.74623870850,./0.png
-92.9488316327603,46.4506477851054,47-3-41924-F1,Device,Fuse,Fuse,,,30T,100 Amp Tube,46.45074081420,-92.94882202150,./0.png
-92.8561270275208,46.4549524819715,47-4-42022-F1,Device,Fuse,,,Fuse,20T,100 Amp Tube,46.45504379270,-92.85611724850,./0.png
-92.8034773577737,46.4759016807026,47-5-42118-F1,Device,Fuse,,Fuse,,30T,100 Amp Tube,46.47599411010,-92.80346679690,./0.png
-93.0554987370536,46.4466682041825,47-3-41930-F1,Device,Fuse,,Fuse,,20T,100 Amp Tube,46.44676208500,-93.05548858640,./0.png
-92.7473053326259,46.5051121875305,47-5-41433-F1,Device,Fuse,,,Fuse,25T,100 Amp Tube,46.50520324710,-92.74729156490,./0.png
-92.9058914682963,46.5061256632445,47-1-41332-F1,Device,Fuse,,Fuse,,15T,100 Amp Tube,46.50621795650,-92.90587615970,./0.png
-92.683785931171,46.4816776729024,47-5-42112-F3,Device,Fuse,Fuse,,,12T,100 Amp Tube,46.48176956180,-92.68376922610,./0.png
-92.7060812214318,46.4760826783831,47-5-42111-F1,Device,Fuse,Fuse,,,25T,100 Amp Tube,46.47617340090,-92.70606994630,./0.png
-92.8034467625441,46.4792883488553,47-5-42107-F1,Device,Fuse,,Fuse,,30T,100 Amp Tube,46.47938156130,-92.80343627930,./0.png
-92.8649577777533,46.5050786207763,47-1-42003-F1,Device,Fuse,Fuse,,,25T,100 Amp Tube,46.50517272950,-92.86494445800,./0.png
-92.7481062001986,46.4725267988034,47-5-42116-F1,Device,Fuse,,,Fuse,25T,100 Amp Tube,46.47261810300,-92.74809265140,./0.png
-92.9092041053566,46.5560464876398,47-1-41318-F2,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.55614089970,-92.90918731690,./0.png
-92.9806307592489,46.4553732216645,47-3-41922-F1,Device,Fuse,Fuse,,,20T,100 Amp Tube,46.45546722410,-92.98062133790,./0.png
-92.9088532056588,46.5584219079463,47-1-41317-F1,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.55851364140,-92.90883636470,./0.png
-92.6829544743962,46.4809499668818,47-5-42112-F2,Device,Fuse,Fuse,,,12T,100 Amp Tube,46.48104095460,-92.68293762210,./0.png
-92.8940667939802,46.5349310760053,47-1-41320-F2,Device,Fuse,Fuse,,,30T,100 Amp Tube,46.53502273560,-92.89405059810,./0.png
-92.7415438560411,46.5625585672204,47-1-41416-F1,Device,Fuse,Fuse,,,12T,100 Amp Tube,46.56265258790,-92.74153137210,./0.png
-92.6578196180714,46.5415434063287,47-5-41520-F1,Device,Fuse,,Fuse,,8T,100 Amp Tube,46.54163742070,-92.65780639650,./0.png
-92.8660154975157,46.5200518650619,47-1-41334-F1,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.52014541630,-92.86600494380,./0.png
-92.8725503548315,46.4843681915558,47-5-42009-F1,Device,Fuse,Fuse,,,30T,100 Amp Tube,46.48446273800,-92.87253570560,./0.png
-92.7062411114143,46.4752758893515,47-5-42114-F1,Device,Fuse,,,Fuse,25T,100 Amp Tube,46.47536849980,-92.70623016360,./0.png
-92.8667654953902,46.5067479958146,47-1-41333-F2,Device,Fuse,,,Fuse,25T,100 Amp Tube,46.50683975220,-92.86675262450,./0.png
-92.6263831620575,46.5266165477791,47-5-41528-F1,Device,Fuse,,,Fuse,10T,100 Amp Tube,46.52671051030,-92.62636566160,./0.png
-92.7308086071272,46.4753957892121,47-5-42115-F1,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.47548675540,-92.73079681400,./0.png
-92.8452002085978,46.5057223171399,47-1-41335-F1,Device,Fuse,,,Fuse,25T,100 Amp Tube,46.50581359860,-92.84518432620,./0.png
-92.7414895733784,46.4797572036044,47-5-42109-F2,Device,Fuse,,Fuse,,15T,100 Amp Tube,46.47985076900,-92.74147796630,./0.png
-92.9276538940951,46.4509739831125,47-3-42019-F3,Device,Fuse,Fuse,,,30T,100 Amp Tube,46.45106506350,-92.92764282230,./0.png
-92.9095355733056,46.5509629930562,47-1-41318-F1,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.55105590820,-92.90952301030,./0.png
-92.7409073833416,46.5043063546813,47-5-42103-F1,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.50439834590,-92.74089050290,./0.png
-92.9094082501696,46.4604325786756,47-3-42019-F2,Device,Fuse,Fuse,,,30T,100 Amp Tube,46.46052551270,-92.90939331050,./0.png
-92.6844130436613,46.4776707652912,47-5-42112-F1,Device,Fuse,Fuse,,,20T,100 Amp Tube,46.47776412960,-92.68440246580,./0.png
-93.076220867321,46.4468158148686,47-3-41826-F1,Device,Fuse,,Fuse,,20T,100 Amp Tube,46.44690704350,-93.07621002200,./0.png
-92.7204335702109,46.4789158456123,47-5-42110-F1,Device,Fuse,,,Fuse,25T,100 Amp Tube,46.47900772090,-92.72042083740,./0.png
-92.6162372346405,46.534940052338,47-5-41521-F1,Device,Fuse,,,Fuse,6T,100 Amp Tube,46.53503417970,-92.61622619630,./0.png
-92.9076858048565,46.4210571455916,47-3-42032-F1,Device,Fuse,,Fuse,,20T,100 Amp Tube,46.42115020750,-92.90766906740,./0.png
-92.8052568533411,46.5050602654002,47-1-41336-F1,Device,Fuse,,,Fuse,25T,100 Amp Tube,46.50515365600,-92.80524444580,./0.png
-92.7619935273368,46.4892562374862,47-5-42109-F1,Device,Fuse,Fuse,,,30T,100 Amp Tube,46.48934936520,-92.76197814940,./0.png
-92.8864872490843,46.5183022563149,47-1-41333-F1,Device,Fuse,Fuse,,,30T,100 Amp Tube,46.51839447020,-92.88647460940,./0.png
-92.740563898883,46.5108177481891,47-5-41434-F1,Device,Fuse,Fuse,,,25T,100 Amp Tube,46.51091003420,-92.74054718020,./0.png
-93.0412176931803,46.4049185833374,47-3-42606-F1,Device,Fuse,,,Fuse,10T,100 Amp Tube,46.40501022340,-93.04120635990,./0.png
-92.9275879301986,46.4504763610434,47-3-42019-F1,Device,Fuse,Fuse,,,30T,100 Amp Tube,46.45056915280,-92.92757415770,./0.png
-92.7680890237626,46.4757195316323,47-5-42117-F1,Device,Fuse,Fuse,,,30T,100 Amp Tube,46.47581100460,-92.76807403560,./0.png
-92.8095762542687,46.5046681817253,47-1-42001-F1,Device,Fuse,Fuse,,,25T,100 Amp Tube,46.50476074220,-92.80956268310,./0.png
-92.6907608498562,46.5337589773377,47-5-41425-F1,Device,Fuse,,,Fuse,25T,100 Amp Tube,46.53385162350,-92.69075012210,./0.png
-92.8869980017179,46.5843106755556,47-1-41304-F1,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.58440399170,-92.88698577880,./0.png
-92.9143356950506,46.5039778896147,47-1-42006-F1,Device,Fuse,,Fuse,,15T,100 Amp Tube,46.50407028200,-92.91432189940,./0.png
-92.9086189026357,46.5391602598903,47-1-41320-F1,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.53925323490,-92.90860748290,./0.png
-92.7861805815001,46.5048839002427,47-1-42106-F1,Device,Fuse,Fuse,,,25T,100 Amp Tube,46.50497817990,-92.78616333010,./0.png
-92.908178758934,46.4350927231917,47-3-42029-F1,Device,Fuse,,Fuse,,20T,100 Amp Tube,46.43518447880,-92.90816497800,./0.png
-92.8875593784837,46.5637244498529,47-1-41309-F1,Device,Fuse,,Fuse,,20T,100 Amp Tube,46.56381607060,-92.88754272460,./0.png
-92.907067481593,46.5346938255671,47-1-41329-F1,Device,Fuse,,,Fuse,30T,100 Amp Tube,46.53478622440,-92.90705108640,./0.png
-92.7576108285796,46.4723286605514,47-5-42116-F14,Device,Fuse,,,Fuse,25T,100 Amp Tube,46.47241973880,-92.75759887700,./0.png
-92.9093115101517,46.4852731593809,47-3-42007-F1,Device,Fuse,,Fuse,,30T,100 Amp Tube,46.48536682130,-92.90930175780,./0.png
-93.1386372113824,46.4471626742804,47-3-41828-F1,Device,Fuse,,Fuse,,12T,100 Amp Tube,46.44725418090,-93.13862609860,./0.png
-92.9098693073645,46.5202735757988,47-1-41331-F1,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.52036666870,-92.90985870360,./0.png
-92.8663460035168,46.517749692191,47-1-41334-F4,Device,Fuse,,,Fuse,25T,100 Amp Tube,46.51784133910,-92.86633300780,./0.png
-92.88768071829,46.5114996553206,47-1-41332-F4,Device,Fuse,,,Fuse,30T,100 Amp Tube,46.51159286500,-92.88766479490,./0.png
-92.7859026227848,46.5923650496412,47-1-40632-F1,Device,Fuse,Fuse,,,20T,100 Amp Tube,46.59245681760,-92.78588867190,./0.png
-92.7070561465775,46.4745850668302,47-5-42114-F8,Device,Fuse,Fuse,,,25T,100 Amp Tube,46.47467803960,-92.70703887940,./0.png
-92.8777843994079,46.4839240459711,47-4-42009-F4,Device,Fuse,Fuse,,,30T,100 Amp Tube,46.48401641850,-92.87776947020,./0.png
-92.7277557832038,46.476076325541,47-5-42110-F2,Device,Fuse,,Fuse,,25T,100 Amp Tube,46.47616958620,-92.72774505620,./0.png
-92.6833873339814,46.476844893341,47-5-42112-F7,Device,Fuse,,Fuse,,20T,100 Amp Tube,46.47693634030,-92.68337249760,./0.png
-92.872951516308,46.5999516108885,47-1-40533-F3,Device,Fuse,Fuse,,,25T,100 Amp Tube,46.60004425050,-92.87294006350,./0.png
